Title,Company,Experience,Salary,Location,Skills,Link
mentor operations (it and non it recruitment) | women's only (wfh),jobs territory,4-9 yrs,,remote,"recruitment consulting, bpo hiring, sales hiring, non it recruitment, it recruitment, lateral hiring, volume hiring, sales recruitment",https://www.naukri.com/job-listings-mentor-operations-it-and-non-it-recruitment-women-s-only-wfh-jobs-territory-bengaluru-4-to-9-years-130325913849
software developer,baehal,3-5 yrs,,bengaluru,"c#, dot net framework, java, c++, c, software, framework, .net",https://www.naukri.com/job-listings-software-developer-baehal-bengaluru-3-to-5-years-121224012829
"freelance developers- java .net, testing, ai, dw, c++, sap, oracle etc",large online freelance services portal,3-8 yrs,,remote,"software developer, java, c++, dw, tester, software testing, backend developer, ai",https://www.naukri.com/job-listings-freelance-developers-java-net-testing-ai-dw-c-sap-oracle-etc-mukul-consultants-delhi-ncr-3-to-8-years-130124003747
ppc manager,sterling tools (stl),13-20 yrs,,faridabad,"ppc, production planning control, material planning, material requirement planning, inventory planning, production scheduling, production planning, production control",https://www.naukri.com/job-listings-ppc-manager-sterling-tools-stl-faridabad-13-to-20-years-120325009552
technical recruiter,klizo solutions,1-3 yrs,,kolkata,"analytical skills, training, bengali, time management, social media, hr, management, ms office",https://www.naukri.com/job-listings-technical-recruiter-klizo-solutions-pvt-kolkata-1-to-3-years-130225505007
production formation- female candidate,acon jobs,5-8 yrs,4-6 lacs pa,dahej,"production planning, manufacturing, ms office, production, microsoft, planning, office",https://www.naukri.com/job-listings-production-formation-female-candidate-acon-jobs-dahej-5-to-8-years-120325021675
hr manager,esamaadhaan engineering services llp,5-6 yrs,5-6 lacs pa,patna,"talent acquisition & recruitment, payroll & compensation management, factory & site hr management, hr compliance & labor laws, hr policy & process implementation, leadership hiring, hr analytics & reporting, workforce planning",https://www.naukri.com/job-listings-hr-manager-esamaadhaan-engineering-services-llp-patna-5-to-6-years-120325012048
senior production executive,vhr professional services,4-9 yrs,30-45 lacs pa,"singapore, canada, united kingdom (uk)","production engineer, production planning control, production, automobile, ppc, project management, production executive, production planning",https://www.naukri.com/job-listings-senior-production-executive-vhr-professional-services-singapore-canada-united-kingdom-uk-4-to-9-years-120821003088
talent acquisition manager,techblocks,10-15 yrs,,"hyderabad, ahmedabad","technology hiring, people management skills, talent acquisition, strategic thinking, report generation, strategic hiring, hiring, management",https://www.naukri.com/job-listings-talent-acquisition-manager-techblocks-hyderabad-ahmedabad-10-to-15-years-111024018079
hr manager,prasuma,7-10 yrs,,gurugram,"change management, performance management, talent acquisition, hris, employee engagement, workforce planning, hr, management",https://www.naukri.com/job-listings-hr-manager-prasuma-gurugram-7-to-10-years-121224504918
dotnet fullstack developer || immediate joiners required,sipl,4-9 yrs,,"hyderabad, delhi / ncr","c#, .net core, web api, dotnet, asp.net, .net, mvc, asp.net mvc",https://www.naukri.com/job-listings-dotnet-fullstack-developer-immediate-joiners-required-strawberry-infotech-hyderabad-delhi-ncr-4-to-9-years-130325008507
recruiter,intelex technologies ulc,5-8 yrs,,bengaluru,"automation, networking, talent acquisition, social media, healthcare, workflow, business strategy, stakeholder management",https://www.naukri.com/job-listings-recruiter-intelex-technologies-ulc-bengaluru-5-to-8-years-130125503639
assistant manager || manager || talent acquisition,desi construction,6-11 yrs,,gurugram,"talent acquisition, recruitment life cycle, non it recruitment, volume hiring, job posting, sourcing profiles, real estate construction, screening",https://www.naukri.com/job-listings-assistant-manager-manager-talent-acquisition-desi-construction-gurugram-6-to-11-years-120325012069
executive - sales and technical service,mapal,4-8 yrs,,coimbatore,"mining, sap, web analytics, aerospace, production engineering, metrology, german, sales executive",https://www.naukri.com/job-listings-executive-sales-and-technical-service-mapal-coimbatore-4-to-8-years-130125506878
project/prog mgmt analyst (1),ncr atleos,2-3 yrs,,bengaluru,"web application development, vb.net, coding, ssrs, asp.net, ssis, operations, sql",https://www.naukri.com/job-listings-project-prog-mgmt-analyst-1-ncr-atleos-bengaluru-2-to-3-years-130125507264
software associate/ developer,eron infoways,3-5 yrs,,hyderabad,"sap, software associate, msbi, .net, j2ee, informatica, mvc, abap",https://www.naukri.com/job-listings-software-associate-developer-eron-infoways-private-limited-hyderabad-3-to-5-years-120121500892
senior talent acquisition partner (remote),vendavo,5-9 yrs,,chennai,"selection process, health insurance, b2b, interpersonal skills, provident fund, talent acquisition, social media, saas",https://www.naukri.com/job-listings-senior-talent-acquisition-partner-remote-vendavo-chennai-5-to-9-years-120325501574
talent acquisition manager,united layer,8-13 yrs,,bengaluru,"business administration, media management, talent acquisition, analytical, social media, budgeting, management, cost",https://www.naukri.com/job-listings-talent-acquisition-manager-unitedlayer-bengaluru-8-to-13-years-130125502665
technical auditor - mohammed enterprises tanzania ltd - tanzania,mohammed enterprises tanzania (metl),4-8 yrs,,tanzania,"technical audit, risk assessment, iso, machine auditing, tfda, osha, manufacturing audit, manufacturing",https://www.naukri.com/job-listings-technical-auditor-mohammed-enterprises-tanzania-ltd-tanzania-mohammed-enterprises-tanzania-metl-tanzania-4-to-8-years-120325918750
servicenow developer,augusta infotech,4-8 yrs,,bengaluru,"product management, jquery, c, customer service management, javascript, agile, data structures, application development",https://www.naukri.com/job-listings-servicenow-developer-augusta-infotech-bengaluru-4-to-8-years-120424501545
talent acquisition specialist - unitedlayer,united layer,4-6 yrs,,bengaluru,"it services, networking, talent acquisition, relationship building, social media, focus, infrastructure, hr",https://www.naukri.com/job-listings-talent-acquisition-specialist-unitedlayer-unitedlayer-bengaluru-4-to-6-years-130125502664
process engineer - ped,elkayem auto ancillaries,1-6 yrs,,hosur(sipcot ph 1),"digital manufacturing, process engineering, ped, problem solving, productivity improvement, line balancing, operational excellence, pqcdsm",https://www.naukri.com/job-listings-process-engineer-ped-elkayem-auto-ancillaries-hosur-1-to-6-years-110325009396
talent acquisition manager,realme,6-11 yrs,16-25 lacs pa,gurugram,"end to end recruitment, sourcing strategy, recruitment management, talent acquisition, management, recruitment, acquisition, talent management",https://www.naukri.com/job-listings-talent-acquisition-manager-realme-gurugram-6-to-11-years-110325012412
hr recruiter / hr executive,glued entertainment,1-2 yrs,,noida,"hospitality, hr executive, talent acquisition, staffing, social media, diversity and inclusion, hr, gaming",https://www.naukri.com/job-listings-hr-recruiter-hr-executive-glued-entertainment-noida-1-to-2-years-110325503964
assistant manager - hr,eipl projects,5-9 yrs,,new delhi,"sales hiring, erp, assistant manager hr, sales, networking, talent acquisition, social media, hr",https://www.naukri.com/job-listings-assistant-manager-hr-eipl-projects-new-delhi-5-to-9-years-110325502958
executive - hr,metrochem,2-4 yrs,,hyderabad,"business administration, interpersonal skills, hr executive, talent acquisition, staffing, analytical, social media, strategic planning",https://www.naukri.com/job-listings-executive-hr-metrochem-api-pvt-ltd-hyderabad-2-to-4-years-110325504898
lead recruiter,jconnect,4-9 yrs,3-5.5 lacs pa,lucknow,"team management, contract staffing, staffing, domestic staffing, recruitment, lead management, team, management",https://www.naukri.com/job-listings-lead-recruiter-jconnect-infotech-lucknow-4-to-9-years-110325003660
it recruiter,impronics technologies,2-3 yrs,,gurugram,"business administration, interpersonal skills, networking, talent acquisition, social media, market research, management, information technology",https://www.naukri.com/job-listings-it-recruiter-impronics-technologies-gurugram-2-to-3-years-110325500696
technical recruiter,steady rabbit technology,3-7 yrs,3-6 lacs pa,ghaziabad,"technical hiring, screening, hiring, staffing, recruiter, sourcing, it hiring, technical recruitment",https://www.naukri.com/job-listings-technical-recruiter-steady-rabbit-technology-ghaziabad-3-to-7-years-110325918383
talent acquisition specialist,crest,2-7 yrs,,bengaluru,"github, talent acquisition, staffing, social media, hr, forecasting, recruitment, acquisition",https://www.naukri.com/job-listings-talent-acquisition-specialist-crest-bengaluru-2-to-7-years-100724502962
talent acquisition specialist,techbiz global,2-5 yrs,,remote,"talent acquisition, acquisition",https://www.naukri.com/job-listings-talent-acquisition-specialist-techbiz-global-remote-2-to-5-years-101224504531
production manager for seamless steel industry / haldia,ssp solutions,12-16 yrs,12-15 lacs pa,"kharagpur, kolkata, haldia","seamless, piercing roll mill, production, rolling mill, steel, management, rolling",https://www.naukri.com/job-listings-production-manager-for-seamless-steel-industry-haldia-ssp-solutions-kharagpur-kolkata-haldia-12-to-16-years-110325023605
corporate communications manager,lattice technologies,6-10 yrs,,gurugram,"public relations, content marketing, corporate branding, b2b marketing, brand communication, media relations, corporate marketing, newsletters",https://www.naukri.com/job-listings-corporate-communications-manager-lattice-technologies-gurugram-6-to-10-years-110325012139
